Name,Team,Meet,Time,Flags,links_for_scores,Event,score,pts
Mackenzie Neese,Redlands,Bulldog Pentathlon,1:14.02,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886393#time132886393,100 IM,NA,642
Caroline Agostini,Occidental,Bulldog Pentathlon,1:14.21,NA,https://www.swimcloud.com/results/313580/event/9/?id=132879723#time132879723,100 IM,NA,640
Ella Reedy,Occidental,Bulldog Pentathlon,1:15.74,NA,https://www.swimcloud.com/results/313580/event/9/?id=132883749#time132883749,100 IM,1,NA
Andrea Brenstrom,Redlands,Bulldog Pentathlon,1:15.78,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886386#time132886386,100 IM,NA,636
Nora Kane,Caltech,Caltech vs. La Verne,1:18.68,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736125#time144736125,100 IM,NA,634
Allie Haluska,Whittier,Bulldog Pentathlon,1:22.16,NA,https://www.swimcloud.com/results/313580/event/9/?id=132993378#time132993378,100 IM,NA,634
Mackenzie Mayfield,C-M-S,SCIAC Championships,2:03.57,D3 B,https://www.swimcloud.com/results/310385/event/9/?id=146860705#time146860705,200 IM,20,NA
Emmie Appl,Pomona-Pitzer,SCIAC Championships,2:03.59,D3 B,https://www.swimcloud.com/results/310385/event/9/?id=146860715#time146860715,200 IM,17,NA
Karolina Dzieciol,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,2:04.70,D3 B,https://www.swimcloud.com/results/333169/event/9/?id=144029488#time144029488,200 IM,16,NA
Graeleigh Jones,Pomona-Pitzer,SCIAC Championships,2:05.18,D3 B,https://www.swimcloud.com/results/310385/event/9/?id=146860724#time146860724,200 IM,15,NA
Sarah Radle,Occidental,SCIAC Championships,2:06.28,NA,https://www.swimcloud.com/results/310385/event/109/?id=146862219#time146862219,200 IM,4,NA
Izzy Yoon,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:06.47,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341916#time138341916,200 IM,NA,707
Gabby Calvi,Pomona-Pitzer,SCIAC Championships,2:06.75,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860719#time146860719,200 IM,13,NA
Kathryn Bennett Jones,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,2:07.05,NA,https://www.swimcloud.com/results/333169/event/9/?id=144029491#time144029491,200 IM,12,NA
Sun Young Byun,C-M-S,CMS vs. Pomona,2:07.08,NA,https://www.swimcloud.com/results/335979/event/9/?id=145468509#time145468509,200 IM,9,NA
Molly Beetner,C-M-S,SCIAC Championships,2:07.52,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860694#time146860694,200 IM,34,NA
May Ling Roberts,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:08.03,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341908#time138341908,200 IM,NA,681
Sachi Tanizaki-Hudson,Chapman,La Verne Invitational,2:08.09,NA,https://www.swimcloud.com/results/321222/event/5/?id=137406660#time137406660,200 IM,6.50,NA
Allison Nguyen,C-M-S,CMS vs. Pomona-Pitzer,2:08.45,NA,https://www.swimcloud.com/results/324574/event/5/?id=138342188#time138342188,200 IM,6.50,NA
Kelly Prawira,C-M-S,SCIAC Championships,2:08.56,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860706#time146860706,200 IM,4,NA
Mollie Appl,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,2:09.13,NA,https://www.swimcloud.com/results/333169/event/9/?id=144029485#time144029485,200 IM,NA,664
Lina Matera,Redlands,SCIAC Championships,2:09.59,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860737#time146860737,200 IM,5,NA
Kamille Pellettieri,Occidental,SCIAC Championships,2:10.01,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860712#time146860712,200 IM,NA,661
Dylan Hutchinson,Pomona-Pitzer,SCIAC Championships,2:10.09,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860722#time146860722,200 IM,14,NA
Sienna Bone,C-M-S,CMS vs. Pomona-Pitzer,2:10.62,NA,https://www.swimcloud.com/results/324574/event/5/?id=138342196#time138342196,200 IM,34,NA
Cora Buelow,Chapman,SCIAC Championships,2:10.70,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860686#time146860686,200 IM,–,NA
Elizabeth Ma,Caltech,SCIAC Championships,2:10.75,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860680#time146860680,200 IM,12,NA
Asha Bansal,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:10.92,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341911#time138341911,200 IM,–,NA
Chesna Pelka,Pomona-Pitzer,La Verne Invitational,2:11.35,NA,https://www.swimcloud.com/results/321222/event/5/?id=137406687#time137406687,200 IM,NA,642
Joy Lee,Pomona-Pitzer,Biola vs Pomona-Pitzer,2:11.41,NA,https://www.swimcloud.com/results/331260/event/29/?id=143306976#time143306976,200 IM,NA,640
Amaia Sherman,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:11.69,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341904#time138341904,200 IM,1,NA
Tara Hendrickson,Whittier,SCIAC Championships,2:11.69,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860738#time146860738,200 IM,NA,636
Nika Makhervaks,C-M-S,CMS vs. Pomona-Pitzer,2:11.85,NA,https://www.swimcloud.com/results/324574/event/5/?id=138342090#time138342090,200 IM,NA,634
Bianca Bayer,Chapman,SCIAC Championships,2:12.15,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860684#time146860684,200 IM,NA,634
Kiana Li,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:12.27,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341944#time138341944,200 IM,NA,634
Tori Portillo,California Lutheran,SCIAC Championships,2:12.44,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860675#time146860675,200 IM,10,NA
Karen Zhou,Caltech,SCIAC Championships,2:13.18,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860683#time146860683,200 IM,NA,623
Mary Louisa Leopold,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,2:13.33,NA,https://www.swimcloud.com/results/333169/event/9/?id=144029492#time144029492,200 IM,–,NA
Alena Sharp,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:13.48,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341947#time138341947,200 IM,NA,NA
Eleanor McElwee,Chapman,SCIAC Championships,2:13.85,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860689#time146860689,200 IM,1,NA
Sammy Ennis,C-M-S,CMS vs. Pomona-Pitzer,2:13.89,NA,https://www.swimcloud.com/results/324574/event/5/?id=138342111#time138342111,200 IM,28,NA
CJ Smith,Chapman,SCIAC Championships,2:13.99,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860691#time146860691,200 IM,–,NA
Caitlin Kuhlmann,C-M-S,CMS vs. Pomona-Pitzer,2:13.99,NA,https://www.swimcloud.com/results/324574/event/5/?id=138342100#time138342100,200 IM,NA,613
Beatrice Cai,Caltech,Occidental Invite,2:14.64,NA,https://www.swimcloud.com/results/321956/event/7/?id=137230536#time137230536,200 IM,NA,611
Debbie Wells,C-M-S,SCIAC Championships,2:14.67,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860708#time146860708,200 IM,14,NA
Ellie Wang,Caltech,SCIAC Championships,2:14.89,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860681#time146860681,200 IM,24,NA
Dru Bauman,California Lutheran,SCIAC Championships,2:14.91,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860672#time146860672,200 IM,–,NA
Aira Takeuchi,Whittier,La Verne Invitational,2:15.10,NA,https://www.swimcloud.com/results/321222/event/5/?id=137406718#time137406718,200 IM,NA,591
Florence Lo,Occidental,SCIAC Championships,2:15.28,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860710#time146860710,200 IM,1,NA
Abby Sellman,Chapman,SCIAC Championships,2:15.57,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860690#time146860690,200 IM,NA,589
Maren Rusk,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,2:15.94,NA,https://www.swimcloud.com/results/328847/event/29/?id=142214034#time142214034,200 IM,32,NA
Revere Schmidt,C-M-S,CMS vs. Occidental,2:16.36,NA,https://www.swimcloud.com/results/328613/event/29/?id=141689538#time141689538,200 IM,NA,586
milan Manfredi,C-M-S,CMS vs. Pomona,2:16.38,NA,https://www.swimcloud.com/results/335979/event/9/?id=145468511#time145468511,200 IM,–,NA
Katy Shaw,C-M-S,CMS vs. Occidental,2:17.03,NA,https://www.swimcloud.com/results/328613/event/29/?id=141689540#time141689540,200 IM,–,NA
Madry Breazeale,C-M-S,SCIAC Championships,2:17.61,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860696#time146860696,200 IM,NA,583
KK Greer,La Verne,SCIAC Championships,2:17.77,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860731#time146860731,200 IM,26,NA
Anna Schrag,C-M-S,Caltech vs. C-M-S,2:17.85,NA,https://www.swimcloud.com/results/314105/event/29/?id=136111762#time136111762,200 IM,20,NA
Elle Howson,Occidental,SCIAC Championships,2:18.15,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860709#time146860709,200 IM,17,NA
Anna Dyckerhoff,Whittier,Redlands vs. Whittier vs. Occidental,2:18.61,NA,https://www.swimcloud.com/results/332075/event/25/?id=144956551#time144956551,200 IM,16,NA
Gessica King,Whittier,La Verne Invitational,2:18.85,NA,https://www.swimcloud.com/results/321222/event/5/?id=137406717#time137406717,200 IM,15,NA
Rylie Kohl,Redlands,SCIAC Championships,2:19.17,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860735#time146860735,200 IM,4,NA
Abby Raclaw,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,2:19.29,NA,https://www.swimcloud.com/results/328847/event/29/?id=142214032#time142214032,200 IM,NA,707
Lyla Browne,C-M-S,Caltech vs. C-M-S,2:20.01,NA,https://www.swimcloud.com/results/314105/event/29/?id=136111756#time136111756,200 IM,13,NA
Anna Werts,C-M-S,Claremont-Mudd-Scripps vs. UC San Diego,2:20.21,NA,https://www.swimcloud.com/results/317347/event/25/?id=134101525#time134101525,200 IM,12,NA
Alex Marumoto,Chapman,Chapman vs. University of San Diego,2:20.54,NA,https://www.swimcloud.com/results/323855/event/9/?id=138296857#time138296857,200 IM,9,NA
Mia Kronson,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:20.70,NA,https://www.swimcloud.com/results/324574/event/5/?id=138341934#time138341934,200 IM,34,NA
Avery Wells,Redlands,Redlands vs. C-M-S,2:20.76,NA,https://www.swimcloud.com/results/331913/event/29/?id=143935931#time143935931,200 IM,NA,681
Ally Rudolph,C-M-S,Redlands vs. C-M-S,2:20.91,NA,https://www.swimcloud.com/results/331913/event/29/?id=143935925#time143935925,200 IM,6.50,NA
Emily Kinney,Chapman,SCIAC Championships,2:21.05,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860688#time146860688,200 IM,6.50,NA
Bella Ortiz,Chapman,Chapman vs. La Verne,2:21.24,NA,https://www.swimcloud.com/results/328137/event/7/?id=141731047#time141731047,200 IM,4,NA
Kileigh Ackerman,Redlands,SCIAC Championships,2:21.27,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860732#time146860732,200 IM,NA,664
Avalon Sanders,C-M-S,CMS vs. Occidental,2:21.37,NA,https://www.swimcloud.com/results/328613/event/29/?id=141689537#time141689537,200 IM,5,NA
Jenna Davis,Chapman,Chapman vs. University of San Diego,2:21.40,NA,https://www.swimcloud.com/results/323855/event/9/?id=138296855#time138296855,200 IM,NA,661
Grace Davis,Caltech,SCIAC Championships,2:22.20,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860677#time146860677,200 IM,14,NA
Hanna Hrstic,Chapman,SCIAC Championships,2:22.20,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860687#time146860687,200 IM,34,NA
Kyra Burns,C-M-S,CMS vs. Occidental,2:22.32,NA,https://www.swimcloud.com/results/328613/event/29/?id=141689532#time141689532,200 IM,–,NA
Sydney Snider,Chapman,SCIAC Championships,2:22.44,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860692#time146860692,200 IM,12,NA
Morgan Felix,Redlands,La Verne Invitational,2:22.67,NA,https://www.swimcloud.com/results/321222/event/5/?id=137406709#time137406709,200 IM,–,NA
Cherise Wong,Caltech,SCIAC Championships,2:23.60,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860682#time146860682,200 IM,NA,642
Tatum Chambers,Chapman,Chapman vs. La Verne,2:23.65,NA,https://www.swimcloud.com/results/328137/event/7/?id=141731045#time141731045,200 IM,NA,640
Riley Hulit,California Lutheran,Occidental Invite,2:23.74,NA,https://www.swimcloud.com/results/321956/event/7/?id=137230534#time137230534,200 IM,1,NA
Corley Smith,C-M-S,CMS vs. Occidental,2:24.00,NA,https://www.swimcloud.com/results/328613/event/29/?id=141689541#time141689541,200 IM,NA,636
Kara Johnson,California Lutheran,SCIAC Championships,2:24.28,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860674#time146860674,200 IM,NA,634
Clara Van Note,Chapman,Chapman vs. University of San Diego,2:24.84,NA,https://www.swimcloud.com/results/323855/event/9/?id=138296859#time138296859,200 IM,NA,634
Sophia Chao,Chapman,Chapman vs. La Verne,2:25.91,NA,https://www.swimcloud.com/results/328137/event/7/?id=141731046#time141731046,200 IM,NA,634
Kelly Long,La Verne,Lewis & Clark vs. La Verne,2:33.25,NA,https://www.swimcloud.com/results/319433/event/9/?id=135179822#time135179822,200 IM,10,NA
Analise Belasco,Redlands,SCIAC Championships,2:33.29,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860733#time146860733,200 IM,NA,623
Clara Yu,Caltech,Caltech vs. California Baptist vs. San Diego,2:33.33,NA,https://www.swimcloud.com/results/314104/event/29/?id=134509314#time134509314,200 IM,–,NA
Sydney Kerns,Redlands,SCIAC Championships,2:36.11,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860734#time146860734,200 IM,NA,NA
Nora Kane,Caltech,SCIAC Championships,2:39.70,NA,https://www.swimcloud.com/results/310385/event/9/?id=146860678#time146860678,200 IM,1,NA
Kathryn Bennett Jones,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",4:25.85,D3 B,https://www.swimcloud.com/results/332947/event/29/?id=143928901#time143928901,400 IM,20,NA
Mackenzie Mayfield,C-M-S,CMS vs. Pomona,4:26.93,D3 B,https://www.swimcloud.com/results/335979/event/13/?id=145468732#time145468732,400 IM,17,NA
Karolina Dzieciol,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",4:27.26,D3 B,https://www.swimcloud.com/results/332947/event/29/?id=143928899#time143928899,400 IM,16,NA
Emmie Appl,Pomona-Pitzer,SCIAC Championships,4:27.61,D3 B,https://www.swimcloud.com/results/310385/event/18/?id=146860771#time146860771,400 IM,15,NA
Graeleigh Jones,Pomona-Pitzer,CMS vs. Pomona,4:28.02,D3 B,https://www.swimcloud.com/results/335979/event/13/?id=145468736#time145468736,400 IM,4,NA
Allison Nguyen,C-M-S,CMS vs. Pomona,4:32.79,NA,https://www.swimcloud.com/results/335979/event/13/?id=145468733#time145468733,400 IM,NA,707
Revere Schmidt,C-M-S,SCIAC Championships,4:33.44,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860766#time146860766,400 IM,13,NA
Molly Beetner,C-M-S,CMS vs. Pomona-Pitzer,4:34.00,NA,https://www.swimcloud.com/results/324574/event/15/?id=138342115#time138342115,400 IM,12,NA
Elizabeth Ma,Caltech,Occidental Invite,4:35.52,NA,https://www.swimcloud.com/results/321956/event/25/?id=137230331#time137230331,400 IM,9,NA
Katy Shaw,C-M-S,CMS vs. Pomona,4:38.02,NA,https://www.swimcloud.com/results/335979/event/13/?id=145468734#time145468734,400 IM,34,NA
Eleanor McElwee,Chapman,SCIAC Championships,4:39.85,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860755#time146860755,400 IM,NA,681
Sun Young Byun,C-M-S,Cal Lu & LaVerne at CMS,4:40.23,NA,https://www.swimcloud.com/results/330051/event/29/?id=142391312#time142391312,400 IM,6.50,NA
Sachi Tanizaki-Hudson,Chapman,Whittier vs. C-M-S vs. Chapman,4:40.30,NA,https://www.swimcloud.com/results/318057/event/29/?id=135173981#time135173981,400 IM,6.50,NA
Anna Werts,C-M-S,SCIAC Championships,4:40.38,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860769#time146860769,400 IM,4,NA
Sienna Bone,C-M-S,CMS vs. Pomona-Pitzer,4:41.09,NA,https://www.swimcloud.com/results/324574/event/15/?id=138342197#time138342197,400 IM,NA,664
Karen Zhou,Caltech,SCIAC Championships,4:41.78,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860749#time146860749,400 IM,5,NA
Caitlin Kuhlmann,C-M-S,SCIAC Championships,4:42.19,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860762#time146860762,400 IM,NA,661
Maren Rusk,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",4:42.92,NA,https://www.swimcloud.com/results/332947/event/29/?id=143928902#time143928902,400 IM,14,NA
Debbie Wells,C-M-S,SCIAC Championships,4:43.41,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860768#time146860768,400 IM,34,NA
Asha Bansal,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,4:44.33,NA,https://www.swimcloud.com/results/319486/event/29/?id=135244970#time135244970,400 IM,–,NA
Mati Dixon,Chapman,SCIAC Championships,4:45.95,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860750#time146860750,400 IM,12,NA
Jenna Kimborowicz,Chapman,La Verne Invitational,4:46.35,NA,https://www.swimcloud.com/results/321222/event/13/?id=137406746#time137406746,400 IM,–,NA
Nika Makhervaks,C-M-S,Cal Lu & LaVerne at CMS,4:46.81,NA,https://www.swimcloud.com/results/330051/event/29/?id=142391314#time142391314,400 IM,NA,642
Anna Dyckerhoff,Whittier,SCIAC Championships,4:47.39,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860781#time146860781,400 IM,NA,640
Dru Bauman,California Lutheran,SCIAC Championships,4:48.36,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860742#time146860742,400 IM,1,NA
Abby Sellman,Chapman,SCIAC Championships,4:49.20,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860757#time146860757,400 IM,NA,636
Ellie Wang,Caltech,SCIAC Championships,4:49.33,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860747#time146860747,400 IM,NA,634
Corley Smith,C-M-S,Whittier vs. C-M-S vs. Chapman,4:51.89,NA,https://www.swimcloud.com/results/318057/event/29/?id=135173987#time135173987,400 IM,NA,634
Rylie Kohl,Redlands,SCIAC Championships,4:52.19,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860778#time146860778,400 IM,NA,634
Emily Kinney,Chapman,SCIAC Championships,4:56.95,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860753#time146860753,400 IM,10,NA
Bella Cabral,Whittier,SCIAC Championships,4:57.86,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860780#time146860780,400 IM,NA,623
Beatrice Cai,Caltech,Whittier vs. Caltech,5:01.11,NA,https://www.swimcloud.com/results/328848/event/29/?id=144199095#time144199095,400 IM,–,NA
Alexis Anderson,Chapman,La Verne Invitational,5:01.17,NA,https://www.swimcloud.com/results/321222/event/13/?id=137406743#time137406743,400 IM,NA,NA
Aira Takeuchi,Whittier,Whittier vs. C-M-S vs. Chapman,5:02.09,NA,https://www.swimcloud.com/results/318057/event/29/?id=135173989#time135173989,400 IM,1,NA
Gessica King,Whittier,Whittier vs. C-M-S vs. Chapman,5:02.14,NA,https://www.swimcloud.com/results/318057/event/29/?id=135173988#time135173988,400 IM,28,NA
Riley Hulit,California Lutheran,SCIAC Championships,5:04.05,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860743#time146860743,400 IM,–,NA
Kyra Burns,C-M-S,Whittier vs. C-M-S vs. Chapman,5:04.37,NA,https://www.swimcloud.com/results/318057/event/29/?id=135173983#time135173983,400 IM,NA,613
Kelly Long,La Verne,SCIAC Championships,5:05.73,NA,https://www.swimcloud.com/results/310385/event/18/?id=146860776#time146860776,400 IM,NA,611
Madry Breazeale,C-M-S,Whittier vs. C-M-S vs. Chapman,5:08.75,NA,https://www.swimcloud.com/results/318057/event/29/?id=135173982#time135173982,400 IM,14,NA
